File Name,width,length,flare
rand_OGR5A7L3I6_render_front.png,1.2452133289403478,1.790662713722343,0.8911103172353948
rand_UUSLXTIVQQ_render_front.png,1.05,1.2,1.1132133230457084
rand_4Z7TSQW1CN_render_front.png,1.2400758142183146,1.2,1.0
rand_CRJNX11FYA_render_front.png,1.0909407368880195,1.2,1.13564492661539
rand_GA4UHIK18H_render_front.png,1.023102214231242,1.2,0.7067290388458068
rand_Q46W30DASO_render_front.png,1.0148673906489063,1.2,1.3140259502243887
rand_G6EKRQ1D73_render_front.png,1.163109188583754,1.2,1.0
rand_MMWCBWRD6X_render_front.png,1.2471266090160558,1.2,1.0
rand_9JN6KDVCUQ_render_front.png,1.05,0.9799102243887894,1.0
rand_2O342R1R14_render_front.png,1.1080708673871928,1.2,1.164058818443625
rand_8CI4BKALGP_render_front.png,1.071137038974103,1.1749401463407678,1.4395872143504775
rand_MNZVCMP235_render_front.png,1.05,1.2,1.0
rand_ZRDD4B7MIM_render_front.png,1.1616264633582791,1.2,1.0
rand_I6FRBS3WPZ_render_front.png,1.1467543315775546,1.2,0.8013562897453562
rand_DQ7ODSMVHE_render_front.png,1.05,1.2,1.4272741913559877
rand_N8TGGQYMRL_render_front.png,1.05,1.2,1.2786186174846903
rand_6160KRKLN3_render_front.png,1.05,1.8510963590483804,1.0635150395554935
rand_NEK3V06LHD_render_front.png,1.0449772146819194,1.2,1.2417774809035333
rand_ZAO0IES79Q_render_front.png,1.2897533557670606,1.2,1.0
rand_PHQ2VXSGWH_render_front.png,1.1004072153757964,1.2,1.3348012138791034
rand_IKM4EX767C_render_front.png,1.05,1.2,1.031482040194072
rand_GWXN5QJZMD_render_front.png,1.05,1.2,1.0
rand_403GMNPYUR_render_front.png,1.05,1.2,0.8761434433803418
rand_2OGPG824E3_render_front.png,1.089890002691308,1.2,0.8501895301408781
rand_CDK5IKZ58H_render_front.png,1.2397208314001367,1.2,1.374642547563736
rand_39U6Q9LYMA_render_front.png,1.1872561778583757,1.2,1.2168184274685392
rand_MGT8I2Q13P_render_front.png,1.05,1.2,1.5711742603987124
rand_88URSAGCQ4_render_front.png,1.158764839165228,3.2935567528113134,1.0
rand_C9WM8Y1FBS_render_front.png,1.0611694770966227,0.5912919106575334,1.0450094692377914
rand_Q0MNY6APJH_render_front.png,1.05,3.014216212973238,1.0
rand_PO1GEEXKSR_render_front.png,1.2808142306809742,2.5726320525075534,1.0
rand_WPQ1PBRNLT_render_front.png,1.0888734901030344,1.2,0.7246776362565971
