File Name,flare,low_angle
rand_LTQ4AZIPX0_render_front.jpg,0.7890289713360207,0
rand_27I32SSWJ0_render_front.jpg,1.1808736463761884,0
rand_WT0U6H1PIC_render_front.jpg,0.772259514029139,-26
rand_OCFD14SP99_render_front.jpg,0.999731568757797,0
rand_GDSL0T2GOB_render_front.jpg,0.9023890678304767,0
rand_7F9Y1F7FEE_render_front.jpg,0.8834321251430428,0
rand_3B9ETLAKKR_render_front.jpg,1.0597119474737062,-2
rand_5DLT5NCBEO_render_front.jpg,1.2215689622367276,0
rand_3U0N1SS17A_render_front.jpg,1.0598160804420778,-10
rand_8CI4BKALGP_render_front.jpg,1.0,0
rand_XIALG7FNMT_render_front.jpg,1.173007224793091,0
rand_LC07QJRMMR_render_front.jpg,1.2282930422786191,0
rand_6OFCDCD1N4_render_front.jpg,1.1703505718055587,8
rand_37I2VB79C3_render_front.jpg,1.0,-19
rand_GGHP8NGCI0_render_front.jpg,1.0,0
rand_IERDUEN8LS_render_front.jpg,1.2604092815859524,0
rand_B5AD2KB6NF_render_front.jpg,1.1016554752707775,0
rand_19JCDVRTTX_render_front.jpg,1.362316620144939,0
rand_SQZ6FCTGE0_render_front.jpg,0.9364426561638859,0
rand_ZLA0IE4UDH_render_front.jpg,1.4391436402976958,0
rand_GMXER56PJH_render_front.jpg,1.0,0
rand_CSY2WLUOS1_render_front.jpg,1.3991987313099337,0
rand_B9XTOTWIKL_render_front.jpg,0.9875575563813848,0
rand_L7MR5GX4DE_render_front.jpg,1.2380811774131002,0
rand_IIV936YNMQ_render_front.jpg,1.2601653693199106,0
rand_HPTXVNPQIL_render_front.jpg,1.0,0
rand_SRTKB8BBEN_render_front.jpg,1.0,-8
rand_VI1DR0V8L4_render_front.jpg,1.1841401308337263,0
rand_4N9QJKOWG5_render_front.jpg,1.0,0
rand_ET9HM3XOJJ_render_front.jpg,1.4601074213072036,0
rand_R8NQF0523B_render_front.jpg,1.1655171351485785,-26
rand_NV8YX8P0XQ_render_front.jpg,1.0,0
rand_S90N9UKAF8_render_front.jpg,1.0,0
rand_PIOTSFT7L1_render_front.jpg,1.0295011313773395,0
rand_VXCJMUSYCN_render_front.jpg,0.8996667996069725,0
rand_R8F7C5CQE3_render_front.jpg,0.6120882796352661,19
rand_D1OJA1HM3W_render_front.jpg,0.7084723668324718,0
rand_OMAV8UJGZM_render_front.jpg,1.2083163855137515,0
