File Name,fc_depth,width
rand_TQV49N3A2S_render_front.jpg,1.0483011397241624,0.03920627642664598
rand_ZOEVWMH5O2_render_front.jpg,0.7886029318969043,0.2
rand_GD110XB5LT_render_front.jpg,1.029650869988041,-0.12931440073244954
rand_PMCAPOL0OB_render_front.jpg,0.9119259327831994,-0.3401369573135366
rand_EVBKR452HC_render_front.jpg,1.1071472617955087,0.2
rand_0AYSPSNK8T_render_front.jpg,1.9635071872415986,-0.45733370622328334
rand_BKHK8VIJR7_render_front.jpg,1.6165402049464883,-0.061376314077871696
rand_52EP4QJLGQ_render_front.jpg,0.4,0.47914244497167746
rand_TQKR1C74JM_render_front.jpg,0.4,0.5855000398334316
rand_1206DKC5IN_render_front.jpg,1.9899363090496356,0.3987920356080803
rand_69DBMTU8C2_render_front.jpg,1.1645325724806335,0.2
rand_R835GNJQCI_render_front.jpg,0.8365724377563963,0.3304998455255529
rand_6B7B88YGRX_render_front.jpg,0.4,0.2
rand_EZCSCXZ0SH_render_front.jpg,0.4,0.6420114094094025
rand_XJYIZ4X244_render_front.jpg,1.160527249200647,0.2
rand_JKZ7E2MJVP_render_front.jpg,0.4,0.12738255530523712
rand_9T8699GGWW_render_front.jpg,0.4,-0.19419057448432142
rand_F9NVBTGP4F_render_front.jpg,0.5639435539702122,-0.29157209024764374
rand_PIFGVDZ8B5_render_front.jpg,0.4,0.6205437168653343
rand_1SG75OZCBS_render_front.jpg,0.995028814942194,-0.07924608880000533
rand_IV1C25S7XT_render_front.jpg,0.4,0.3462294732441735
rand_0AV43GAPCD_render_front.jpg,1.6485054276112179,0.4439688823448107
rand_CHJCPD4KLC_render_front.jpg,0.9491544646717505,0.2
rand_ZM0AKQ9CAS_render_front.jpg,0.4,0.2
rand_3UVF2GI9GN_render_front.jpg,1.4837812795313532,0.2
rand_S70N0AXSLK_render_front.jpg,0.6596644665882103,0.8411896217474863
rand_K0CD0E88BV_render_front.jpg,1.2271165466034837,0.19655078963428174
rand_JYEZHFD29I_render_front.jpg,0.4,0.2
rand_UYECJ7L8GA_render_front.jpg,0.4,-0.49309973588576744
rand_3RCC8J24C4_render_front.jpg,0.8955476356795551,-0.4154695557156648
rand_UZI5FRD92J_render_front.jpg,1.943235913191246,0.2
rand_ZOWCGZ9ZPK_render_front.jpg,0.8448236328658456,-0.3856717874846157
rand_58WJSRF401_render_front.jpg,0.6024729316732094,0.5525889867355793
rand_KLMRNCWKVN_render_front.jpg,1.4679178810219349,0.41849486631486343
rand_CK7OZH7OOQ_render_front.jpg,0.4942682146019543,0.2
rand_9I94R1G06F_render_front.jpg,0.4,0.2
rand_IECJGJPB4D_render_front.jpg,0.9745856497053154,0.2
rand_WFHOTMJGET_render_front.jpg,1.7705327693262545,0.2
rand_73NKBD3N21_render_front.jpg,1.9644830685516415,-0.0885884968592664
rand_YVYNW00CPQ_render_front.jpg,0.35291004606829207,0.7155429447004067
rand_AH13F12A88_render_front.jpg,0.6835431600978873,0.2
rand_MB9637EVHA_render_front.jpg,1.7300258284134515,-0.24355055759440025
rand_HGU8B48VE7_render_front.jpg,1.3475706884549565,0.2
rand_2UKDX2V39O_render_front.jpg,0.47513271089694964,0.2
rand_ISB9WP8J25_render_front.jpg,1.220824315406684,0.2
rand_YQV0N3PWI6_render_front.jpg,1.4313416043654186,0.19888737327097528
rand_OW5XOLKCVK_render_front.jpg,0.4,0.9243023066897467
rand_ISC4I0W5VP_render_front.jpg,0.6893873062329736,0.2
rand_85XMLD2RVG_render_front.jpg,0.7124824973227284,0.2
rand_ZM8OPWXNM2_render_front.jpg,0.49492103226818573,0.2
rand_KN6A3O334C_render_front.jpg,0.5530877931732813,0.2
