File Name,connecting_width,end_width,connecting_ruffle
rand_675RNMBU0L_render_front.jpg,0.2,1.0,
rand_LVUMVHUQFV_render_front.jpg,0.2,1.0,
rand_LZ6O9IVWJI_render_front.jpg,0.8338197152359685,0.7937102777108267,
rand_ZHCSB8QY22_render_front.jpg,0.2,1.0587938487444069,
rand_4MSEFRFCQP_render_front.jpg,0.2,1.0,
rand_HCM00JKB8I_render_front.jpg,1.3201120771145767,1.5281983611519183,
rand_FXLCSDLAPV_render_front.jpg,0.2,1.0,
rand_6XO8WZUWPN_render_front.jpg,0.6406821788620607,1.2859816429408055,
rand_7AM13NAOF5_render_front.jpg,0.2,1.828691318789563,
rand_UQ9AVNC8IT_render_front.jpg,0.12525956023720375,1.9523122465046086,
rand_FIYLDR2Q5F_render_front.jpg,0.2,1.0,
rand_0YTZ5X828N_render_front.jpg,0.2,1.0,
rand_SF522EGFBK_render_front.jpg,0.2,1.0,
rand_YQ6TUUG7UJ_render_front.jpg,0.2,1.8557700652576175,
rand_Z5G1ASNTG7_render_front.jpg,0.2,1.0,
rand_28ILVS1UCT_render_front.jpg,0.6958792323744163,0.7614848357933883,
rand_6A3M4OX3Y1_render_front.jpg,0.5237544353024304,1.0,
rand_LWZJAZCSRY_render_front.jpg,0.33376924153621856,1.0,
rand_H6UVTHINGY_render_front.jpg,0.2,1.5184587325714434,
rand_2PAO3AQVVJ_render_front.jpg,0.2,1.151772057770338,
rand_T37ZTBXH7O_render_front.jpg,1.261504588418002,1.106782359837259,
rand_2SL8KBYREX_render_front.jpg,0.35241775375097184,0.6959785542350851,
rand_HNYTM7V9W1_render_front.jpg,0.2,1.8244008778896135,
rand_N6HAG59U3W_render_front.jpg,1.060365431190578,1.9568582669504413,
rand_GDPSSFK1BK_render_front.jpg,0.31507595361028096,1.0,
rand_F1M4Y57SVO_render_front.jpg,0.2,0.46842071122693724,
rand_MGJGOXM3Y9_render_front.jpg,0.2,1.4872974592040336,
rand_2FK6AUGK65_render_front.jpg,1.4354509261648125,0.9467809042255162,
rand_J4SF1QYK2B_render_front.jpg,0.36431858450897936,1.0,
rand_XEQPLU1DM6_render_front.jpg,0.2,1.5100896250193314,
rand_X2Q9BP53FQ_render_front.jpg,1.4720083643427246,1.2110134715541592,
rand_GTTFYW9YJ9_render_front.jpg,0.2,1.1305048725122522,
rand_FP7AFPO3W5_render_front.jpg,0.2810600160953882,1.0,
rand_AHPOOVMJS8_render_front.jpg,0.2,0.9709027558395287,
rand_V5W0XGZXWP_render_front.jpg,0.2,1.0,
rand_YOY8FTP7ZO_render_front.jpg,1.0647816352007613,1.0,
rand_6RNYN22TGX_render_front.jpg,0.2,1.0033135614963375,
rand_PK9SIYGC2M_render_front.jpg,1.4985328361433612,1.0781096702926118,
rand_4HPRKGJ0ED_render_front.jpg,0.2,1.643192438201822,
rand_BBTJG0ARUY_render_front.jpg,0.9593022705043781,1.0,
rand_05UL8K3AHM_render_front.jpg,0.2,1.0,
rand_4I0IH3RXPU_render_front.jpg,0.2,1.0,
rand_0AOGL2ANXT_render_front.jpg,0.2,0.5908270560268291,
rand_RYAGLP9ZHE_render_front.jpg,1.125366206779717,1.0,
rand_2VMCXJ0HO5_render_front.jpg,0.2,1.0,
rand_HQ24GBG3QS_render_front.jpg,1.1457224901782712,0.7167439095078187,
rand_XKENB7CI8F_render_front.jpg,0.2,1.0,
rand_WL5Q8YBDXQ_render_front.jpg,0.2,1.0,
rand_06NXKFNZMA_render_front.jpg,0.2,1.495950457741544,
rand_ORB3LSYM4X_render_front.jpg,0.2,1.0,
rand_T1ZLCODB1S_render_front.jpg,0.2,1.0,
rand_9LYDZYM0FB_render_front.jpg,0.2,1.0,
rand_O0HZWA9MLT_render_front.jpg,0.2,1.79327484014191,
rand_6URSFPC3WZ_render_front.jpg,1.2526848772481916,0.24848167534706556,
rand_HRCH9MPCH9_render_front.jpg,0.2,1.0,
rand_6TPO2AM9GV_render_front.jpg,0.2,0.9114209113474427,
rand_5904JGEEUK_render_front.jpg,0.5977851173981976,1.0,
rand_LRKYI0CU53_render_front.jpg,0.2,1.8257107202713323,
rand_SD3JPIKKED_render_front.jpg,0.2,1.1843559525384484,
rand_2EV9DR8YD8_render_front.jpg,0.2,1.0,
rand_FIPT4BJS2F_render_front.jpg,0.2,1.0,
rand_3DSCJVZ2EU_render_front.jpg,0.48305468990944234,1.0,
rand_ICHYYFDV1T_render_front.jpg,0.2,0.29335374747565107,
rand_GMCH5D830L_render_front.jpg,0.2,1.0,
rand_2B7W3QNDBE_render_front.jpg,0.2,1.5406794308749125,
rand_24C0WR5YIG_render_front.jpg,0.2,1.0,
rand_MQ2TQVL18S_render_front.jpg,0.9050377865703114,1.7807681161316153,
rand_C93S32KZBX_render_front.jpg,0.2,0.6820952240021131,
rand_4IPL5PFBM7_render_front.jpg,0.2,1.4920908971172806,
rand_3DGGUPQLKL_render_front.jpg,0.2,0.4089340336402675,
rand_EOHPTOIN8N_render_front.jpg,0.2,1.5069136793074625,
rand_MW92E3WRLU_render_front.jpg,0.7155996973690086,0.8027141400161932,
rand_H9O0W45ADF_render_front.jpg,0.2,1.0,
rand_9LR2XG2O1L_render_front.jpg,0.2,0.7473790145615506,
rand_YR6JNZ0UTU_render_front.jpg,1.8347481147738396,0.7601378397475318,
rand_1DGYFK46D0_render_front.jpg,0.2,1.0,
rand_7KLCX4UIO8_render_front.jpg,0.8979214009373815,1.0,
rand_6RT5XP2JHT_render_front.jpg,0.2,1.9726928539318584,
rand_4P0XNB42CN_render_front.jpg,0.2,1.0,
rand_KAVS23H9OW_render_front.jpg,0.2,1.9695513460398857,
rand_6HWBJ1ZUK2_render_front.jpg,0.2,1.0,
rand_63W1PX3FN3_render_front.jpg,0.27711989891405087,1.0,
rand_LR1FOY32WZ_render_front.jpg,0.7652114451310539,1.0,
rand_7G2D48P95M_render_front.jpg,0.5578764049039058,1.359687554665878,
rand_Z4AXI9D9UU_render_front.jpg,0.2,1.258508434797986,
rand_7IV9890MUC_render_front.jpg,0.2,1.4911579587644177,
rand_P2O4GSXN11_render_front.jpg,0.2,1.4833862365198074,
rand_WYRW4YC0ZH_render_front.jpg,0.2,1.0,
rand_XG07JQ26FM_render_front.jpg,0.2,0.6675209993001185,
rand_7FAZ7EOM3Q_render_front.jpg,0.2,1.0,
rand_2ER5JR6MG7_render_front.jpg,0.2,1.0,
rand_INPXSJP9F1_render_front.jpg,0.2,1.0,
rand_XWKNLIIEFS_render_front.jpg,0.2,0.4517504170850513,
rand_E4KWAFH6KS_render_front.jpg,0.2,1.2115419874330546,
rand_3D5WGR1NHO_render_front.jpg,0.2,1.0,
rand_166TVX8TI3_render_front.jpg,0.2,0.6345218509853695,
rand_RCKDDDSBIA_render_front.jpg,0.08365046107814189,1.021963363444675,
rand_KKJ5P9SCGT_render_front.jpg,0.2,1.1375458785278212,
rand_THQMEMZC5I_render_front.jpg,0.2,1.0,
rand_YPZ62DOWYT_render_front.jpg,0.7135039302927328,1.0,
rand_0XQOWJR8TB_render_front.jpg,0.2,1.2753674482664945,
rand_X5F9YGYYYH_render_front.jpg,0.21137767969658938,0.2761247291001879,
rand_US3IHQPPZM_render_front.jpg,0.05738060812564849,1.0,
rand_3V8VJJ5GXL_render_front.jpg,1.0941596966710978,1.0,
rand_8HPY8X2JKD_render_front.jpg,1.7495304729595096,1.834911809812973,
rand_4GYSLUC7JZ_render_front.jpg,0.2,1.0,
rand_6YP9BMAJ22_render_front.jpg,1.0405246043623704,1.0,
rand_VA71LRIVGI_render_front.jpg,0.2,1.16607095326653,
rand_F9LWWOZP6I_render_front.jpg,1.8152950580397929,1.7531926065919963,
rand_7DK5RLKRQA_render_front.jpg,0.2,1.0,
rand_8FRBW85OVH_render_front.jpg,0.2,1.0,
rand_C0JK6QPG0S_render_front.jpg,0.9758854905174736,1.2552996586434773,
rand_YJGL924Y72_render_front.jpg,0.2,1.546752544428824,
rand_1YMR466YTG_render_front.jpg,0.2,0.5743511387506041,
rand_8UQPABB7R6_render_front.jpg,0.2,1.0,
rand_N61JKH6OG6_render_front.jpg,0.2,1.2701469453056022,
rand_XES1EQZZGQ_render_front.jpg,0.2,1.0,
rand_TVG82XCMSP_render_front.jpg,0.2,1.4160267592417601,
rand_GIGLIL5TKD_render_front.jpg,0.2,1.0,
rand_T1N86XKSTW_render_front.jpg,0.2,1.0,
rand_8I11BCPDHM_render_front.jpg,0.2,1.0,
rand_87JG48QGU5_render_front.jpg,0.2,0.793708176168513,
