File Name,width,length,flare
rand_68K47Z9S3O_render_front.jpg,1.05,1.2,1.0
rand_1ETXMH92AU_render_front.jpg,1.0938629715831951,1.2,1.0560655635517449
rand_AD01KPY1LZ_render_front.jpg,1.05,1.2,1.0
rand_IA98YBBSJL_render_front.jpg,1.1579554079913248,1.2,1.0
rand_29EZKNAJZD_render_front.jpg,1.05,2.374736565841202,1.0912170557684773
rand_9IBFV4GJ6Z_render_front.jpg,1.2667982418060248,1.2,1.0
rand_E14SF4QEZ5_render_front.jpg,1.05,1.2,0.9735672719414498
rand_6HHP248EDQ_render_front.jpg,1.1248679031002795,1.2,0.8695477271775447
rand_V13E33KUFF_render_front.jpg,1.2608482244620791,1.2,1.321464018494614
rand_7BDSK9UJ2F_render_front.jpg,1.031245370307801,2.9803638290449075,1.413264393419668
rand_A7BSBSGXNP_render_front.jpg,1.1806717673936067,0.8459968564495752,1.0
rand_SQCQMGFOAD_render_front.jpg,1.05,1.2,1.2373531078547972
rand_8OACSOKB0F_render_front.jpg,1.0603452132471092,1.2,1.0
rand_GHOHJVYA1O_render_front.jpg,1.167306456584135,1.2,0.7831587373282787
rand_6DIY7RYHX5_render_front.jpg,1.05,1.2,0.7219279489108001
rand_3PB1EL1ZGT_render_front.jpg,1.05,0.6106629634212716,1.4014766350593013
rand_ZEMZ1S7MIC_render_front.jpg,1.05,1.2,1.40839247731082
rand_Y6ATPD90XB_render_front.jpg,1.0183623025164377,1.2,1.459635160881965
rand_314WIE6LW0_render_front.jpg,1.05,1.2,1.199022771794158
rand_G9ZOGMVY3A_render_front.jpg,1.05,1.2,1.0
rand_549V0PON6E_render_front.jpg,1.2940114432219993,1.2,1.0
rand_FYGI38IU70_render_front.jpg,1.05,1.2,1.036187156267052
rand_I3K5GG0ZF7_render_front.jpg,1.2396293564573595,3.388392639927476,1.0
rand_Q3T78WWVBI_render_front.jpg,1.05,3.0594271563103774,0.9644040354047062
rand_7ZAFTOHL3E_render_front.jpg,1.0483350303068708,1.2,0.9208373825919896
rand_2NAPRBUDZT_render_front.jpg,1.05,1.2,1.3605922791024583
rand_OKJR1XUGQB_render_front.jpg,1.1412898408431,1.2,0.8770548464935439
rand_WULQDWIGV3_render_front.jpg,1.05,1.2,1.0
