File Name,width,length,flare
rand_ELCJQPFB41_render_front.jpg,1.05,1.2,1.0
rand_EDOV8CMMAJ_render_front.jpg,1.05,1.2,1.0
rand_CEJW381XBH_render_front.jpg,1.1023989004944292,1.2,0.8155479929582434
rand_96MW02R7UU_render_front.jpg,1.1416413457423293,1.2,1.4160489040744857
rand_C2A2VGWH6P_render_front.jpg,1.1178495437463762,1.2,1.041480717724792
rand_HFWVA0HSXR_render_front.jpg,1.019634313197756,1.2,0.8787130652610177
rand_HIJW1V0Q8G_render_front.jpg,1.2643656578201679,1.2,1.0
rand_WBCD432X11_render_front.jpg,1.2360048874019107,0.8905454738054908,0.8260035914582133
rand_H6DS4H6STM_render_front.jpg,1.1424212027497542,1.2,0.8354387822073643
rand_IVQ6LXIPC4_render_front.jpg,1.05,1.2,1.442061743764969
rand_HUZDOU50W3_render_front.jpg,1.0229190309935623,0.8701483533516772,1.0
rand_HW663QK0YL_render_front.jpg,1.176363241164046,1.2,1.0
rand_NRPWN8ZMTM_render_front.jpg,1.0903062218530644,1.2,1.4366349583415827
rand_TLROKVCYFK_render_front.jpg,1.1443899979596446,1.2,1.0
rand_MNQ2W37X3G_render_front.jpg,1.05,2.257284074331541,1.5958893803737721
rand_EO25989WJW_render_front.jpg,1.0559921228767102,1.2,1.0
rand_LRGGQECJ5Q_render_front.jpg,1.2491528729529762,2.168397472171148,1.0
rand_TMOPMD90WR_render_front.jpg,1.009101364670454,1.2,1.0
rand_ZRYMCQIFPU_render_front.jpg,1.1942462598778911,1.9316739439745767,1.320259513014737
rand_BFNTXLRXAK_render_front.jpg,1.2512643820098435,1.2,1.0
rand_ZX53FLK6UQ_render_front.jpg,1.0036714121708958,1.2,0.9652355051274024
rand_KUTR9U4MIP_render_front.jpg,1.05,1.2,1.0
rand_S60P08PMAD_render_front.jpg,1.2477311710620487,1.2,1.0
rand_EOZE1BML80_render_front.jpg,1.1191295469135951,2.334154596664253,0.8027736751915896
rand_SU1ZKE94HL_render_front.jpg,1.288538527844348,1.2,1.0
rand_O4C9IEGKVM_render_front.jpg,1.05,1.2,1.0
rand_QCGA98KNBR_render_front.jpg,1.0544916668224262,1.2,1.2397895794335203
rand_Q437UYU20P_render_front.jpg,1.2331601797477343,1.2,1.0
rand_IMF0KIZV2H_render_front.jpg,1.05,1.2,1.5445346878081254
rand_MRAL3BPVRZ_render_front.jpg,1.058025277920808,1.2,0.7890492103977782
