File Name,width,flare
rand_OKRMCG84LX_render_front.jpg,1.0,1.1320985831333297
rand_IKFSDGH087_render_front.jpg,1.0,1.0
rand_EXZXIHS0HZ_render_front.jpg,1.0,1.0
rand_V656PMGDGS_render_front.jpg,1.1590537211761776,1.0
rand_P4BUHMBPRO_render_front.jpg,1.3799495350717885,1.0
rand_B6RXXIW8B0_render_front.jpg,1.0,0.6678360335846614
rand_1ESK65WTJJ_render_front.jpg,1.1421747380362028,1.0
rand_QC35VQ7WVJ_render_front.jpg,1.0,0.7729980798621953
rand_L8SOBBGF5G_render_front.jpg,1.0,0.9106235599615797
rand_7YYNTF2WZ6_render_front.jpg,1.0,0.8880232736805634
rand_ZJ2JPD63QU_render_front.jpg,1.0,1.0027093129328175
rand_O5XVBRCKUI_render_front.jpg,1.0,0.9910518337852461
rand_A1JCTL1ESI_render_front.jpg,1.0,1.0
rand_7VB4OATYK8_render_front.jpg,1.4965792781965626,1.0
rand_D7CJSOBAJN_render_front.jpg,1.0,1.0
rand_CBTWHWV05E_render_front.jpg,1.3643322980508095,1.0728544328416232
rand_AFD6PZVTJD_render_front.jpg,1.0,1.0
rand_5GMBZLTYUC_render_front.jpg,1.0,1.1450026373180064
rand_M26JXN5JMP_render_front.jpg,1.3850591976683704,1.0
rand_TH3JFSP528_render_front.jpg,1.393326222009821,1.0
rand_G2C851T10C_render_front.jpg,1.0,1.1288617544249568
rand_4GAT9MN762_render_front.jpg,1.0,1.0
rand_WGWWXMOTH9_render_front.jpg,1.0128247057882271,0.8926944662126473
rand_EAGN3TZ1ZD_render_front.jpg,1.0716872853901918,0.8995753956958588
rand_A6J6U3X7QZ_render_front.jpg,1.0,0.7014719306650873
rand_DGPV3BF6R6_render_front.jpg,1.0,1.0631950463950464
rand_CYV2S453DF_render_front.jpg,1.0,0.5964521205928975
rand_SV5HZ1SJLM_render_front.jpg,1.0,1.0
rand_0R4HWHVY97_render_front.jpg,1.394311734822164,0.6164691101130502
rand_0T0TI3VUMT_render_front.jpg,1.1649647829529772,1.0
rand_DEKSDDAGRH_render_front.jpg,1.0,1.0911743995736898
rand_4FXF7QRLDX_render_front.jpg,1.0,0.6965897751767152
rand_2POUQV2KIZ_render_front.jpg,1.4439895318740659,1.0465752521804705
rand_DS1ALPYCIO_render_front.jpg,1.3202371416935894,1.1467724361697524
rand_YK80QE7TOG_render_front.jpg,1.4630204983211539,0.696049550898332
rand_FMFKNT6N2U_render_front.jpg,1.0,0.9897285343043427
rand_W4G7MJFJ8H_render_front.jpg,1.4481752301688968,0.7748067714236193
rand_70BRJQFIKG_render_front.jpg,1.0,1.0
rand_9096JN1GRO_render_front.jpg,1.0,0.7326806817512497
rand_UPMT1VC01N_render_front.jpg,1.24184398988183,1.0708687793239884
rand_CWTZC29E3Q_render_front.jpg,1.043599783439948,0.5486947605427045
rand_BFGQGLF1H4_render_front.jpg,1.0,0.8921036091721388
rand_H56MJC2IHC_render_front.jpg,1.0564588270069317,1.1527015647977423
rand_9SUPHU1E72_render_front.jpg,1.0,0.768102197953736
rand_SWUAW7ZSKP_render_front.jpg,1.0,0.7653435393429178
rand_6TBMWQ6LZP_render_front.jpg,1.0884243265840645,1.0
rand_X9M4I49YR2_render_front.jpg,1.3720192744813393,1.0
rand_H2T31DERVL_render_front.jpg,1.1273261592634047,1.0
rand_GRYE3244SW_render_front.jpg,1.4866062283586894,1.1344071002409821
rand_GI06XT4O0T_render_front.jpg,1.365759480217814,1.0102839590835089
rand_5UVLXM048D_render_front.jpg,1.2049719847886151,0.8414704866957847
rand_JTJCCZYOWE_render_front.jpg,1.0,0.9442230439773727
