base_regression.py,fitted-skirt,0.001,8,150,35,1.0,""

base_regression_vit.py,pants,0.001,8,150,35,1.0,"outfilename
Number of attributes:  2
                          File Name     width     flare
0  rand_OKRMCG84LX_render_front.jpg  1.000000  1.132099
1  rand_IKFSDGH087_render_front.jpg  1.000000  1.000000
2  rand_EXZXIHS0HZ_render_front.jpg  1.000000  1.000000
3  rand_V656PMGDGS_render_front.jpg  1.159054  1.000000
4  rand_P4BUHMBPRO_render_front.jpg  1.379950  1.000000
Number of images:  1382
Train:  967
Validation:  138
Test:  277
Start epoch:  1
Train loss: 0.0877
Valid loss: 0.0874
Train loss: 0.0851
Valid loss: 0.0932
Train loss: 0.0867
Valid loss: 0.0857
Train loss: 0.0852
Valid loss: 0.0857
Train loss: 0.0849
Valid loss: 0.0873
Train loss: 0.0859
Valid loss: 0.0881
Train loss: 0.0842
Valid loss: 0.0862
Train loss: 0.0850
Valid loss: 0.0862
Train loss: 0.0843
Valid loss: 0.0881
Train loss: 0.0851
Valid loss: 0.0873
Train loss: 0.0848
Valid loss: 0.0873
Train loss: 0.0843
Valid loss: 0.0875
Train loss: 0.0855
Valid loss: 0.0871
Train loss: 0.0846
Valid loss: 0.0886
Train loss: 0.0851
Valid loss: 0.0877
Train loss: 0.0848
Valid loss: 0.0859
Train loss: 0.0849
Valid loss: 0.0856
Train loss: 0.0849
Valid loss: 0.0866
Train loss: 0.0849
Valid loss: 0.0854
Train loss: 0.0851
Valid loss: 0.0857
Train loss: 0.0843
Valid loss: 0.0882
Train loss: 0.0846
Valid loss: 0.0869
Train loss: 0.0847
Valid loss: 0.0858
Train loss: 0.0844
Valid loss: 0.0853
Train loss: 0.0843
Valid loss: 0.0864
Train loss: 0.0847
Valid loss: 0.0856
Train loss: 0.0849
Valid loss: 0.0873
Train loss: 0.0849
Valid loss: 0.0855
Train loss: 0.0843
Valid loss: 0.0882
Train loss: 0.0851
Valid loss: 0.0855
Train loss: 0.0849
Valid loss: 0.0858
Train loss: 0.0841
Valid loss: 0.0866
Train loss: 0.0845
Valid loss: 0.0852
Train loss: 0.0846
Valid loss: 0.0868
Train loss: 0.0847
Valid loss: 0.0862
Train loss: 0.0843
Valid loss: 0.0872
Train loss: 0.0849
Valid loss: 0.0885
Train loss: 0.0847
Valid loss: 0.0857
Train loss: 0.0844
Valid loss: 0.0855
Train loss: 0.0842
Valid loss: 0.0873
Train loss: 0.0846
Valid loss: 0.0855
Train loss: 0.0845
Valid loss: 0.0871
Train loss: 0.0846
Valid loss: 0.0859
Train loss: 0.0850
Valid loss: 0.0856
Train loss: 0.0840
Valid loss: 0.0860
Train loss: 0.0844
Valid loss: 0.0863
Train loss: 0.0839
Valid loss: 0.0855
Train loss: 0.0841
Valid loss: 0.0863
Train loss: 0.0845
Valid loss: 0.0874
Train loss: 0.0845
Valid loss: 0.0856
Train loss: 0.0846
Valid loss: 0.0864
Train loss: 0.0907
Valid loss: 0.0853
Train loss: 0.0852
Valid loss: 0.0861
Train loss: 0.0852
Valid loss: 0.0860
Train loss: 0.0843
Valid loss: 0.0875
Train loss: 0.0841
Valid loss: 0.0862
Train loss: 0.0845
Valid loss: 0.0861
Train loss: 0.0845
Valid loss: 0.0901
Train loss: 0.0842
Valid loss: 0.0866
Train loss: 0.0850
Valid loss: 0.0871
Train loss: 0.0843
Valid loss: 0.0863
Train loss: 0.0840
Valid loss: 0.0868
Train loss: 0.0843
Valid loss: 0.0864
Train loss: 0.0844
Valid loss: 0.0874
Train loss: 0.0844
Valid loss: 0.0855
Train loss: 0.0839
Valid loss: 0.0862
Train loss: 0.0843
Valid loss: 0.0875
Train loss: 0.0847
Valid loss: 0.0856

Early Stopping! Total epochs: 68. Best epoch: 33 with loss: 0.0852
saved to base_regression_vit-pants-0.001-150-35-8-penalty1.png
test errors: [0.0483754  0.07341855 0.08487221 0.05499122 0.04259961 0.07661206
 0.10151873 0.06789146 0.03183905 0.09989358 0.08147453 0.04734094
 0.07565606 0.11121602 0.08055867 0.04640796 0.04945195 0.13497475
 0.09582624 0.05378754 0.13665088 0.06184788 0.150482   0.09131768
 0.06687948 0.08484779 0.0662711  0.0866113  0.08489592 0.11433718
 0.07897591 0.07834733 0.08192756 0.11440381 0.08262753]
train loss: [0.08772988083566774, 0.08514637053372345, 0.08666624157578293, 0.08520012552006254, 0.08491330260390684, 0.0859258377472943, 0.08423094361103775, 0.08495532191022602, 0.08427297227776669, 0.08505601781915842, 0.08476419368504903, 0.08432483829477008, 0.08552605990405825, 0.08461984814076141, 0.08507121995145363, 0.0847925473233759, 0.08490997401882858, 0.08494476357472676, 0.08493419708762727, 0.08506753342844034, 0.08429205043755912, 0.084640550131677, 0.08467298493562188, 0.08440679955252404, 0.08429426259492649, 0.08469972678598363, 0.08487162585802763, 0.08485675621126185, 0.08429725839339637, 0.08513274968605133, 0.08491785460307888, 0.08408943729967203, 0.0844949612301854, 0.08459565738177846, 0.08469074365511016, 0.08428147195223876, 0.08493956129894613, 0.08465239131515362, 0.08443675191109086, 0.08418558096677173, 0.0846296096371152, 0.08449671110104594, 0.08458775053625371, 0.08500753896731088, 0.0840441723532786, 0.08442999708350518, 0.08394008355419656, 0.08405490544938063, 0.08453201694892601, 0.0845328477560683, 0.08460377933922593, 0.09068798094502548, 0.08524518549909638, 0.08521558407276186, 0.08434429014297101, 0.08413016729605069, 0.08450313879511756, 0.08449769711214038, 0.0842450094938422, 0.08495207374468355, 0.08426578933388822, 0.08396914688504073, 0.08425545021981468, 0.08438324937271123, 0.08438037570444609, 0.08394676142240749, 0.08431599641486158, 0.08473112364945568]
valid_loss: [0.0873587806371675, 0.09318875521421432, 0.08566583941380183, 0.08566888853691626, 0.08726814605187679, 0.08805561956504117, 0.08624328872647838, 0.08623593181803607, 0.08810616500567699, 0.08725835841850958, 0.08732961625724599, 0.08747936088753783, 0.08711977994096452, 0.0886197717509408, 0.08766117648801942, 0.08594432343607364, 0.08562448313054831, 0.08662429268377414, 0.08541270998724992, 0.08565809988025305, 0.08819841528716295, 0.08690665964631067, 0.0857912380842195, 0.08530992841806964, 0.08642038778550383, 0.08561034079479135, 0.08729724002921063, 0.08547142655521199, 0.08819019762070282, 0.08552849562703699, 0.08580471726431363, 0.0865887007203655, 0.0851968052810517, 0.0868498813630878, 0.08615021558775418, 0.08717646244643391, 0.08848014387531557, 0.08568751153306685, 0.0854555327391279, 0.08727674358996793, 0.0855075854646123, 0.08707160275915395, 0.08593450270701146, 0.08559193202982777, 0.08599383664735849, 0.08627015913742175, 0.08552864021149234, 0.08627559255430664, 0.08740428025307863, 0.08558184507748355, 0.08641783455791681, 0.08531174247247586, 0.0860885775823524, 0.0859813392162323, 0.08753106667511705, 0.08623944498274637, 0.08613562259985053, 0.09006304283072983, 0.08657142833091211, 0.08714987801900809, 0.08632685605814491, 0.0868465024707974, 0.08641424526770909, 0.08738535577836244, 0.0854515002473541, 0.0862499106189479, 0.08747741461232089, 0.08559798665236736]"

base_regression_vit.py,shirt,0.00005,16,50,25,1.0,"outfilename
Number of attributes:  3
                          File Name     width  length     flare
0  rand_ELCJQPFB41_render_front.jpg  1.050000     1.2  1.000000
1  rand_EDOV8CMMAJ_render_front.jpg  1.050000     1.2  1.000000
2  rand_CEJW381XBH_render_front.jpg  1.102399     1.2  0.815548
3  rand_96MW02R7UU_render_front.jpg  1.141641     1.2  1.416049
4  rand_C2A2VGWH6P_render_front.jpg  1.117850     1.2  1.041481
Number of images:  2797
Train:  1958
Validation:  280
Test:  559
Start epoch:  1
Train loss: 0.0480
Valid loss: 0.0438
Train loss: 0.0449
Valid loss: 0.0438
Train loss: 0.0448
Valid loss: 0.0438
Train loss: 0.0449
Valid loss: 0.0432
Train loss: 0.0447
Valid loss: 0.0435
Train loss: 0.0445
Valid loss: 0.0435
Train loss: 0.0445
Valid loss: 0.0428
Train loss: 0.0444
Valid loss: 0.0430
Train loss: 0.0444
Valid loss: 0.0434
Train loss: 0.0442
Valid loss: 0.0434
Train loss: 0.0441
Valid loss: 0.0436
Train loss: 0.0439
Valid loss: 0.0426
Train loss: 0.0439
Valid loss: 0.0430
Train loss: 0.0436
Valid loss: 0.0429
Train loss: 0.0434
Valid loss: 0.0426
Train loss: 0.0435
Valid loss: 0.0433
Train loss: 0.0435
Valid loss: 0.0432
Train loss: 0.0433
Valid loss: 0.0423
Train loss: 0.0429
Valid loss: 0.0436
Train loss: 0.0429
Valid loss: 0.0426
Train loss: 0.0428
Valid loss: 0.0427
Train loss: 0.0421
Valid loss: 0.0428
Train loss: 0.0424
Valid loss: 0.0419
Train loss: 0.0422
Valid loss: 0.0415
Train loss: 0.0418
Valid loss: 0.0416
Train loss: 0.0411
Valid loss: 0.0420
Train loss: 0.0413
Valid loss: 0.0418
Train loss: 0.0414
Valid loss: 0.0411
Train loss: 0.0405
Valid loss: 0.0402
Train loss: 0.0409
Valid loss: 0.0407
Train loss: 0.0406
Valid loss: 0.0407
Train loss: 0.0403
Valid loss: 0.0413
Train loss: 0.0401
Valid loss: 0.0407
Train loss: 0.0395
Valid loss: 0.0411
Train loss: 0.0397
Valid loss: 0.0407
Train loss: 0.0389
Valid loss: 0.0408
Train loss: 0.0394
Valid loss: 0.0411
Train loss: 0.0393
Valid loss: 0.0422
Train loss: 0.0393
Valid loss: 0.0407
Train loss: 0.0385
Valid loss: 0.0405
Train loss: 0.0389
Valid loss: 0.0412
Train loss: 0.0387
Valid loss: 0.0399
Train loss: 0.0384
Valid loss: 0.0407
Train loss: 0.0382
Valid loss: 0.0410
Train loss: 0.0384
Valid loss: 0.0401
Train loss: 0.0379
Valid loss: 0.0408
Train loss: 0.0378
Valid loss: 0.0403
Train loss: 0.0376
Valid loss: 0.0403
Train loss: 0.0382
Valid loss: 0.0406
Train loss: 0.0374
Valid loss: 0.0410
saved to base_regression_vit-shirt-5e-05-50-25-16-penalty1.png
test errors: [0.0574345  0.04290066 0.04798051 0.03027324 0.05604376 0.04078465
 0.05105812 0.03895643 0.03239923 0.02545813 0.04919347 0.04464466
 0.04473081 0.03484519 0.04337334 0.03870381 0.03713387 0.0352031
 0.03753878 0.03953429 0.04028579 0.03878133 0.03185366 0.03767563
 0.05469199 0.04187261 0.03225522 0.05103456 0.05514121 0.05194348
 0.02801586 0.02382404 0.04535626 0.07413547 0.03196354]
train loss: [0.04799106342360573, 0.04489033314464914, 0.04478804826185871, 0.044867246304067014, 0.04472501538649503, 0.04452415109479953, 0.04445910093699792, 0.04441711708850031, 0.0443819880894029, 0.04419506704423652, 0.04413021366079743, 0.043886586712924176, 0.04387678463495957, 0.04362931555410108, 0.043400198079121696, 0.04347545588311336, 0.04349757382408655, 0.043341092165910304, 0.04286621845326208, 0.04288723272925267, 0.04283514918584079, 0.04205261563373834, 0.042356500342150834, 0.042193688838537316, 0.0418226012607084, 0.0411479105735564, 0.04129562624180701, 0.041398490809072895, 0.040490140234862804, 0.040932347778235345, 0.04057338330739303, 0.04030375735871982, 0.04006304149654682, 0.03950002506215467, 0.039709206848128904, 0.03889176866241661, 0.03944931415945327, 0.03933140088463284, 0.03926428603685513, 0.03852908886942449, 0.038873820604492286, 0.03871651983312614, 0.03836518280092667, 0.03821304867641292, 0.03838058208538324, 0.03789295578493123, 0.03781069344502382, 0.03760711694218405, 0.0381857145830758, 0.03739667504013508]
valid_loss: [0.04377989340007092, 0.04379307899177608, 0.043766961767869685, 0.043182207181489955, 0.043515725934308205, 0.04354635420153734, 0.042811694799894086, 0.043015027901887465, 0.0434083336487759, 0.043384833821163836, 0.04361774112649382, 0.042628161362597256, 0.042993317796367225, 0.0429108260342708, 0.042610434378782196, 0.04326980015219644, 0.04321276417172019, 0.042312047482603136, 0.04358554083007606, 0.04262882405775391, 0.042699969618552915, 0.04283718694141384, 0.04185643558238828, 0.0415131427574243, 0.04163824762875791, 0.041990992461526114, 0.041840849400952805, 0.04109685924004144, 0.040217085979705636, 0.04074730586813686, 0.040690880295468995, 0.041339829164242274, 0.040720032451404445, 0.04105819196961753, 0.040733623709896166, 0.04084335737370208, 0.041086601746503484, 0.042182414970745555, 0.040653135334283164, 0.04051176209355936, 0.04123034254582816, 0.03989012537387488, 0.040706648542970576, 0.04097153840183359, 0.040090317909534164, 0.0408470656069692, 0.04026078218877422, 0.040299382140736674, 0.040553213065500124, 0.04103935301996941]"

base_regression_vit.py,fitted-shirt,0.000001,16,150,25,1.0,"outfilename
Number of attributes:  3
                          File Name     width    length     flare
0  rand_68K47Z9S3O_render_front.jpg  1.050000  1.200000  1.000000
1  rand_1ETXMH92AU_render_front.jpg  1.093863  1.200000  1.056066
2  rand_AD01KPY1LZ_render_front.jpg  1.050000  1.200000  1.000000
3  rand_IA98YBBSJL_render_front.jpg  1.157955  1.200000  1.000000
4  rand_29EZKNAJZD_render_front.jpg  1.050000  2.374737  1.091217
Number of images:  3725
Train:  2608
Validation:  372
Test:  745
Start epoch:  1
Train loss: 0.0765
Valid loss: 0.0733
Train loss: 0.0719
Valid loss: 0.0694
Train loss: 0.0681
Valid loss: 0.0663
Train loss: 0.0648
Valid loss: 0.0634
Train loss: 0.0624
Valid loss: 0.0618
Train loss: 0.0605
Valid loss: 0.0604
Train loss: 0.0594
Valid loss: 0.0597
Train loss: 0.0585
Valid loss: 0.0589
Train loss: 0.0576
Valid loss: 0.0586
Train loss: 0.0571
Valid loss: 0.0583
Train loss: 0.0570
Valid loss: 0.0584
Train loss: 0.0567
Valid loss: 0.0583
Train loss: 0.0566
Valid loss: 0.0579
Train loss: 0.0564
Valid loss: 0.0582
Train loss: 0.0567
Valid loss: 0.0576
Train loss: 0.0564
Valid loss: 0.0579
Train loss: 0.0565
Valid loss: 0.0579
Train loss: 0.0566
Valid loss: 0.0578
Train loss: 0.0563
Valid loss: 0.0581
Train loss: 0.0565
Valid loss: 0.0580
Train loss: 0.0565
Valid loss: 0.0579
Train loss: 0.0563
Valid loss: 0.0578
Train loss: 0.0564
Valid loss: 0.0581
Train loss: 0.0562
Valid loss: 0.0578
Train loss: 0.0565
Valid loss: 0.0580
Train loss: 0.0564
Valid loss: 0.0579
Train loss: 0.0564
Valid loss: 0.0578
Train loss: 0.0563
Valid loss: 0.0579
Train loss: 0.0563
Valid loss: 0.0579
Train loss: 0.0564
Valid loss: 0.0579
Train loss: 0.0565
Valid loss: 0.0576
Train loss: 0.0562
Valid loss: 0.0580
Train loss: 0.0562
Valid loss: 0.0579
Train loss: 0.0561
Valid loss: 0.0580
Train loss: 0.0563
Valid loss: 0.0574
Train loss: 0.0564
Valid loss: 0.0576
Train loss: 0.0563
Valid loss: 0.0576
Train loss: 0.0562
Valid loss: 0.0577
Train loss: 0.0563
Valid loss: 0.0579
Train loss: 0.0562
Valid loss: 0.0579
Train loss: 0.0562
Valid loss: 0.0579
Train loss: 0.0563
Valid loss: 0.0579
Train loss: 0.0563
Valid loss: 0.0580
Train loss: 0.0562
Valid loss: 0.0576
Train loss: 0.0563
Valid loss: 0.0578
Train loss: 0.0563
Valid loss: 0.0578
Train loss: 0.0561
Valid loss: 0.0579
Train loss: 0.0562
Valid loss: 0.0578
Train loss: 0.0563
Valid loss: 0.0579
Train loss: 0.0561
Valid loss: 0.0578
Train loss: 0.0563
Valid loss: 0.0579
Train loss: 0.0561
Valid loss: 0.0578
Train loss: 0.0561
Valid loss: 0.0577
Train loss: 0.0562
Valid loss: 0.0579
Train loss: 0.0562
Valid loss: 0.0577
Train loss: 0.0562
Valid loss: 0.0578
Train loss: 0.0563
Valid loss: 0.0578
Train loss: 0.0561
Valid loss: 0.0579
Train loss: 0.0562
Valid loss: 0.0576
Train loss: 0.0562
Valid loss: 0.0577

Early Stopping! Total epochs: 60. Best epoch: 35 with loss: 0.0574
saved to base_regression_vit-fitted-shirt-1e-06-150-25-16-penalty1.png
test errors: [0.05427756 0.04040964 0.04756353 0.05134645 0.05107431 0.07088402
 0.05562807 0.06028679 0.04184841 0.0696115  0.07738245 0.0592494
 0.10777716 0.05556919 0.05541098 0.05340232 0.08031105 0.05590081
 0.07041876 0.05843523 0.05830432 0.04519679 0.07150126 0.06860907
 0.05211295 0.05504864 0.05177855 0.0521523  0.06585997 0.07330503
 0.05614338 0.06068063 0.0348006  0.06651928 0.05586969 0.0689683
 0.05750731 0.06819674 0.05085088 0.04923617 0.06668376 0.0849355
 0.0502471  0.05993434 0.04234559 0.03933008 0.06229914]
train loss: [0.07654537896248585, 0.0719411451377858, 0.06805878417270562, 0.06484402836169173, 0.062384767667025796, 0.06047336063462349, 0.05942295352351212, 0.05845074537949808, 0.0575835957189801, 0.05710680945474296, 0.057025146967746, 0.056673131823139704, 0.056641012716880046, 0.05641991381743877, 0.05672181312003125, 0.056444504503702427, 0.056531167735389416, 0.0566247152352093, 0.0563353042524533, 0.056474746968722185, 0.05647912935355899, 0.056325780540304696, 0.056378387152248584, 0.05623900684667647, 0.05645538252305398, 0.0563782823265799, 0.05637559186358847, 0.05629849970774096, 0.0562872996882971, 0.056435994920581246, 0.05653262590735284, 0.05622150443110957, 0.056242522980676134, 0.05613778363204909, 0.05632575322650956, 0.056355863604569595, 0.0562598119546103, 0.05615448195495595, 0.05626464413283122, 0.05624640695334014, 0.056214674203854544, 0.05627485605527624, 0.056250386533454495, 0.05623665663686642, 0.05626033155510089, 0.05626172824060623, 0.05614750815317935, 0.056242747398164185, 0.0563007644525577, 0.05613034215382815, 0.05628434146777362, 0.056092729187785115, 0.05609063434787511, 0.05624143191565337, 0.05622787065220626, 0.056199659735497745, 0.056322406895742055, 0.05611693870434559, 0.05620191447620157, 0.056201760800892876]
valid_loss: [0.07334227710962296, 0.06936828530574805, 0.06628275211125412, 0.06342742742108018, 0.06178202046043921, 0.06041782660872344, 0.05965422014862099, 0.058900475256995065, 0.058599738386653416, 0.05832030874170713, 0.05836851334811857, 0.058326703925060744, 0.05788562703352647, 0.058182079359989036, 0.05757887859972531, 0.05794528367735396, 0.057892089667136236, 0.05776974775347134, 0.05808100356851648, 0.05795247612283534, 0.05789323824164051, 0.057763587413418215, 0.05808134394004041, 0.05777261196166877, 0.057997707872582765, 0.05792879345233008, 0.0578014567694408, 0.05790495024431472, 0.057893490151270925, 0.057888173646974884, 0.05756631528571148, 0.058042778444770196, 0.05788168750153292, 0.05796068805776186, 0.057409392447279606, 0.05759110454744941, 0.057596966214227996, 0.05773411427668277, 0.057858660067087855, 0.057936892323445954, 0.05786600688959928, 0.057932701221848494, 0.05803793831259612, 0.05756852454787133, 0.05781824010230551, 0.05775315257526884, 0.0579489395622439, 0.05780374970812126, 0.05790552055375688, 0.05783155656500951, 0.05790045187377289, 0.057782260763565164, 0.05768587811781256, 0.057857647318167976, 0.05774083864568864, 0.057815803007391475, 0.05777602734281713, 0.05789421988813669, 0.057613577023648575, 0.05774533084074923]"

base_regression_vit.py,sleeve,0.000001,16,150,25,1.0,"outfilename"

